Time,L_PWM,R_PWM,L_Force_kg,R_Force_kg,L_Hip_Joint,L_Hip_Vert,L_Knee,L_Ankle,R_Hip_Joint,R_Hip_Vert,R_Knee,R_Ankle
1.79,1.4000000000000001,1.8,58.400000000000006,0.2,16.8,1.3,6.2,0.0,0.7000000000000001,-10.9,55.2,4.2
1.8,4.4,1.2000000000000002,62.2,0.2,19.6,4.5,4.6000000000000005,-0.2813990505168513,-1.7000000000000002,-9.5,57.6,5.5
1.81,0.0,0.0,61.6,0.0,18.3,3.2442890061335694,4.7214912826629565,1.1,-0.2,-12.077236051412507,57.7,6.6000000000000005
1.82,2.6,2.4000000000000004,61.400000000000006,0.0,20.0,4.4,7.0,-0.8,-1.1,-10.700000000000001,55.0,6.9
1.83,5.800000000000001,0.0,60.6,0.0,22.0,4.800000000000001,5.3189882741394365,-1.4000000000000001,-1.787483888323282,-10.420332945571326,56.0,7.2489357272130395
1.84,7.800000000000001,0.0,60.6,0.0,20.644908055999455,5.2,5.238712661251163,-1.7000000000000002,-3.8000000000000003,-11.200000000000001,52.14679318283807,7.4
1.85,7.6000000000000005,0.4,59.800000000000004,0.0,24.0,2.3000000000000003,4.800000000000001,-0.4,-1.9000000000000001,-11.4,51.7,9.078176032768589
1.86,12.600000000000001,0.0,63.7,0.0,24.6,2.2,7.0,-0.041036507044374886,-3.1,-9.4,51.900000000000006,7.6000000000000005
1.87,19.400000000000002,2.4000000000000004,65.7,2.3000000000000003,22.400000000000002,1.1,3.1,-4.5,-5.6000000000000005,-7.0,49.400000000000006,10.700000000000001
1.8800000000000001,27.6,0.6000000000000001,70.3,0.0,21.8,1.9000000000000001,1.2000000000000002,-4.6000000000000005,-2.1779966534424946,-8.3,49.6,9.600000000000001
1.8900000000000001,39.800000000000004,0.2,72.9,0.6000000000000001,24.6,0.6000000000000001,0.7000000000000001,-6.0,-5.4,-9.0,47.800000000000004,13.4
1.9000000000000001,53.0,0.0,75.8,1.4000000000000001,23.8,1.3,1.8067272964428196,-6.9,-7.2,-10.3,45.6,11.100000000000001
1.9100000000000001,67.4,0.0,81.2,1.7000000000000002,23.8,1.2965335861913612,-1.1,-4.5,-6.9,-8.0,46.5,11.4
1.92,83.2,0.0,83.80000000000001,2.0,26.3,-2.5,1.4000000000000001,-8.3,-8.241954895771457,-7.7,41.89270973631972,11.9
1.93,100.2,0.6000000000000001,91.80000000000001,0.0,26.700000000000003,1.5,0.2,-10.4,-5.0,-6.300000000000001,39.89037326996224,12.5
1.94,115.2,0.0,96.30000000000001,3.8000000000000003,25.400000000000002,0.89561470509984,-1.0,-6.9,-5.7,-6.7,37.4,14.4
1.95,133.4,1.0,105.60000000000001,0.0,26.8,-1.0,0.30743130306956373,-6.5,-6.300000000000001,-5.300000000000001,33.176773565484,14.200000000000001
1.96,148.8,0.0,111.0,0.0,26.612247011635162,-0.9,1.1,-8.5,-6.845653451411522,-4.7,33.90124471591074,16.0
1.97,152.6,0.0,113.80000000000001,0.30000000000000004,25.8,-2.1,2.5,-9.5,-6.1000000000000005,-5.4,27.1,15.902881723144821
1.98,160.60000000000002,0.6000000000000001,125.2,0.2,23.6,-2.2,1.1,-10.200000000000001,-7.970101011337065,-5.0,26.200000000000003,15.9
1.99,157.60000000000002,0.4,130.5,1.3,24.1,-3.899793627032926,-0.5,-11.5,-7.300000000000001,-4.4,23.8,16.867310028073266
2.0,155.20000000000002,0.0,133.1,0.7000000000000001,23.5,-3.3000000000000003,0.9119387355969302,-11.700000000000001,-8.9,-6.211944772999493,21.0,18.400000000000002
2.0100000000000002,142.8,4.2,135.20000000000002,77.5,26.1,-4.0,-0.30000000000000004,-11.962719380671116,-8.700000000000001,-3.3132828428919225,15.909606490165805,0.693970597868999
2.02,131.0,2.6,138.3,84.9,24.456002594943566,-4.7,-1.1226216738618093,-14.5,-7.378783346609588,-1.2000000000000002,14.200000000000001,2.3000000000000003
2.0300000000000002,112.80000000000001,7.800000000000001,133.3,87.5,26.8,-3.8000000000000003,1.1,-11.445945437959185,-11.066844964574535,-2.3000000000000003,9.19181855219595,4.4
2.04,99.4,15.4,132.0,96.2,28.8,-1.0,-0.8,-13.200000000000001,-7.9,-2.9000000000000004,9.8,3.9000000000000004
2.05,79.4,20.400000000000002,134.0,99.30000000000001,27.95622439664949,-5.577687596916695,2.3000000000000003,-11.600000000000001,-7.0,-1.2000000000000002,4.2,9.5
2.06,62.0,27.6,126.2,107.2,23.900000000000002,-5.383193970930104,1.8258605851278003,-12.600000000000001,-6.9,-1.8,0.30000000000000004,8.0
2.07,48.800000000000004,44.0,124.80000000000001,116.7,23.6,-7.027716505079312,-0.583750073873737,-10.9,-7.7,-1.2000000000000002,1.8893808516455086,8.9
2.08,35.800000000000004,55.400000000000006,117.7,122.30000000000001,23.411212212569918,-7.9,0.30000000000000004,-12.600000000000001,-6.800000000000001,-1.9000000000000001,4.920042668364406,8.9
2.09,26.400000000000002,74.8,110.9,128.20000000000002,22.6,-6.6000000000000005,-0.30000000000000004,-12.564231033319277,-8.5,-3.8629596572813774,4.4,7.300000000000001
2.1,18.2,95.60000000000001,100.60000000000001,132.4,22.0,-7.2,0.9,-13.100000000000001,-8.700000000000001,-0.7000000000000001,9.3,11.067653754900935
2.11,10.600000000000001,115.60000000000001,91.2,135.70000000000002,23.3,-8.5,-1.5,-11.4,-5.082346173481649,2.5,9.4,13.200000000000001
2.12,9.4,140.6,87.30000000000001,140.6,24.3,-7.0,1.533914562546091,-14.100000000000001,-4.4,-1.1,13.444977670088612,13.4
2.13,4.6000000000000005,157.20000000000002,81.2,138.6,25.004012880206492,-7.143610465140066,-0.5731413995027397,-13.100000000000001,-5.5,2.5,11.600000000000001,14.980723108651894
2.14,5.800000000000001,177.4,74.3,138.1,22.900000000000002,-8.055074587018321,2.4000000000000004,-9.747234824413475,-4.1000000000000005,2.2,14.73778220709826,17.8
2.15,0.0,189.0,0.0,134.20000000000002,22.0,-10.9,1.7000000000000002,-12.4,-2.9000000000000004,0.8670404469951001,15.3,18.7
2.16,0.0,199.20000000000002,0.0,131.20000000000002,22.200000000000003,-8.4,-0.4,-13.9,-3.4000000000000004,0.8,15.561862026690541,18.400000000000002
2.17,0.4,202.4,0.0,126.0,21.1,-9.5,1.9000000000000001,-9.0,-2.574898772964335,2.2,13.200000000000001,16.1
2.18,0.0,196.20000000000002,0.0,120.0,21.6,-10.0,-1.5,-8.9,-2.8000000000000003,2.4000000000000004,11.8,14.100000000000001
2.19,3.8000000000000003,186.8,0.0,116.10000000000001,20.5568374772393,-10.8,1.7138572230504063,-8.8,-3.2,0.2,11.3,13.8
2.2,0.0,173.60000000000002,1.1,108.60000000000001,19.0,-9.600000000000001,4.800000000000001,-9.0,-1.5120961616952855,3.3000000000000003,12.0,13.600000000000001
2.21,0.0,153.60000000000002,0.0,99.30000000000001,16.5,-10.4,6.66608921509096,-6.5,-2.4000000000000004,2.1,11.915230867036724,13.3
2.22,0.2,131.0,1.3,96.9,19.900000000000002,-11.3,9.3,-6.5,0.30000000000000004,3.7,6.300000000000001,13.476986573781996
2.23,2.0,110.2,0.0,85.60000000000001,16.6,-12.700000000000001,13.100000000000001,-5.634647669567265,0.7000000000000001,4.588147579196566,5.800000000000001,12.27830939322572
2.24,0.0,89.4,0.8,82.7,17.1,-10.200000000000001,15.200000000000001,-6.0,1.5,5.4,2.9000000000000004,13.146982631139135
2.25,0.0,70.8,0.0,76.5,13.600000000000001,-10.9,22.200000000000003,-6.2,0.9,3.7,1.9000000000000001,12.8
2.2600000000000002,1.2000000000000002,53.800000000000004,0.0,73.5,15.172431547497334,-11.5,21.400000000000002,-6.2,3.0,7.138786979172883,13.700000000000001,10.653844648578819
2.27,2.6,39.0,2.9000000000000004,67.7,14.5,-15.100000000000001,26.700000000000003,-6.7,3.2,2.9515304425878583,12.0,7.9
2.2800000000000002,1.6,28.400000000000002,1.3,66.2,13.84290429144856,-12.100000000000001,27.1,-4.0,2.609018432039497,5.0,14.8,8.1
2.29,1.6,19.200000000000003,1.5,62.900000000000006,16.5,-12.5,32.741914732320886,-3.4000000000000004,2.1,2.8000000000000003,13.4,10.299686152537342
2.3000000000000003,2.0,13.600000000000001,0.30000000000000004,64.3,11.3,-13.0,35.800000000000004,-3.869967617284633,2.9305392342870147,3.7,12.0,5.800000000000001
2.31,0.0,7.2,0.0,61.300000000000004,12.200000000000001,-11.4,36.486721218138314,-2.2,5.800000000000001,4.1000000000000005,11.3,8.8
2.32,1.4000000000000001,5.4,1.7000000000000002,58.6,11.107201081048103,-11.5,38.84642985685168,-2.8000000000000003,7.5,5.4,12.600000000000001,5.0
2.33,0.8,5.4,0.0,60.7,8.8,-11.9,39.6,-0.8,10.700000000000001,6.4,10.100000000000001,6.5
2.34,0.0,3.4000000000000004,0.0,61.300000000000004,9.8,-11.200000000000001,41.6,-2.4000000000000004,9.4,4.3,11.9,6.2
2.35,0.0,0.0,0.0,62.6,7.800000000000001,-13.72389302402663,45.290187080200056,-2.0,8.4,4.444786699532812,10.5,8.5
2.36,0.0,0.4,0.0,61.7,8.200000000000001,-13.0,48.5,-0.5,10.700000000000001,2.439890041979549,13.200000000000001,5.4
2.37,1.2000000000000002,2.0,0.0,61.5,8.694032539814785,-12.3,47.800000000000004,1.4000000000000001,12.8,4.800000000000001,7.550704761250102,4.4
2.38,0.0,0.0,0.8,57.7,5.7,-13.100000000000001,52.6,-0.5,10.8,3.691784814640912,8.313309177735084,2.1
2.39,0.0,0.0,0.0,61.300000000000004,4.4,-11.4,50.6,2.736016443720378,13.4,3.8000000000000003,6.296435358892494,3.0
2.4,0.0,0.0,3.0,59.7,5.2,-12.8,52.7,0.14822658292862256,12.8,3.3000000000000003,8.0,1.4000000000000001
2.41,0.0,0.0,3.7,57.6,4.9,-10.5,53.66459382926832,2.3000000000000003,14.4,4.9,8.3,1.5
2.42,0.0,0.0,0.0,56.2,1.3,-13.0,54.1,1.3615714828343677,17.2,3.4000000000000004,6.300000000000001,1.3
2.43,0.0,0.0,0.0,61.1,1.1,-9.200000000000001,52.43848397474997,0.6000000000000001,14.100000000000001,4.4,5.9,2.4000000000000004
2.44,0.0,3.4000000000000004,0.9,59.800000000000004,1.6750155411920369,-9.186140331530941,54.52950587401287,4.7,18.1,4.0,6.699111305234384,2.1
2.45,0.0,0.0,0.0,59.1,-0.036630195769812905,-11.5,55.7,4.602645111609064,17.900000000000002,2.7,6.1000000000000005,-0.30000000000000004
2.46,0.0,0.4,0.0,60.7,-1.609736831588932,-9.8,55.300000000000004,3.7,17.3,2.8000000000000003,6.0,-1.2000000000000002
2.47,0.0,0.0,0.0,63.300000000000004,-0.5,-11.467156199725627,56.0,5.300000000000001,18.1,4.115302528046613,7.008802560785211,-2.3000000000000003
2.48,0.0,2.2,0.6000000000000001,60.2,-1.0,-9.5,55.800000000000004,7.0,20.6,2.7,5.1000000000000005,-2.2870754195735676
2.49,0.0,0.2,0.0,60.6,-2.9000000000000004,-10.719972324945282,54.0,6.6000000000000005,20.8,2.7,4.324265538128892,-2.5
2.5100000000000002,0.2,5.800000000000001,0.8,64.0,-3.0,-11.8,52.42862960561132,7.300000000000001,17.3,1.2000000000000002,3.3000000000000003,-3.4000000000000004
2.52,0.0,12.200000000000001,0.0,61.5,-4.3,-14.200000000000001,54.35894107507312,7.7,19.400000000000002,-1.0508933339377997,6.0,-6.5
2.5300000000000002,1.4000000000000001,16.0,1.1,63.5,-5.5,-10.0,49.800000000000004,8.0,22.5,-0.7000000000000001,3.2,-3.2
2.54,0.0,19.200000000000003,0.0,61.2,-5.257763344066871,-9.0,49.400000000000006,8.5,22.1,1.3,3.9000000000000004,-5.800000000000001
2.5500000000000003,0.0,30.8,0.9,71.4,-5.1000000000000005,-7.5,47.6,9.1,23.400000000000002,-0.2,4.1000000000000005,-5.4
2.56,1.4000000000000001,38.2,0.0,71.4,-7.4,-8.700000000000001,47.900000000000006,9.5,21.76721175344065,2.5,2.6229457802647946,-4.8839238625556
2.57,0.0,51.400000000000006,0.5,76.3,-6.6000000000000005,-7.2,46.7,9.700000000000001,23.19228229608262,-0.6000000000000001,1.8544479031546681,-5.800000000000001
2.58,0.6000000000000001,70.4,2.3000000000000003,78.60000000000001,-6.4,-8.6,42.900000000000006,11.0,22.1,-0.4,0.3236494386301494,-5.7
2.59,0.0,82.0,0.7000000000000001,86.2,-5.4,-8.1,41.300000000000004,11.25771558265397,21.700000000000003,1.0,-0.4,-8.874545431186702
2.6,0.4,100.2,0.2,89.2,-7.6000000000000005,-6.1000000000000005,39.2,11.3,22.200000000000003,-0.5,1.1,-9.9
2.61,0.2,119.4,2.1,97.9,-9.0,-9.9,38.400000000000006,14.065640762596386,23.0,-1.5,0.9,-9.700000000000001
2.62,0.0,131.20000000000002,0.0,103.30000000000001,-8.0,-6.5,31.6,15.200000000000001,23.6,-2.0,0.4,-8.473903459177363
2.63,0.8,148.4,4.0,113.7,-8.6,-6.7,31.900000000000002,14.3,24.1,-3.0,1.2000000000000002,-8.954449701756404
2.64,0.6000000000000001,154.0,0.0,117.9,-7.5,-4.2,28.700000000000003,14.9,27.024048976847986,-1.1,0.7000000000000001,-9.8
2.65,0.0,161.60000000000002,2.2,123.30000000000001,-8.700000000000001,-6.0,24.900000000000002,14.5,24.900000000000002,-1.9000000000000001,2.1,-8.9
2.66,0.0,159.60000000000002,0.9,125.9,-11.600000000000001,-4.4,22.8,17.167449385790636,27.900000000000002,-3.0,0.30000000000000004,-9.700000000000001
2.67,0.0,153.0,0.0,133.1,-4.0,-3.5,20.237927983305198,18.6,25.400000000000002,-2.6,-1.5,-10.600000000000001
2.68,1.8,146.0,1.7000000000000002,134.8,-8.3,-6.0,16.900000000000002,16.8,26.3,-3.1945051622938223,2.2,-14.3
2.69,3.6,142.20000000000002,78.60000000000001,137.70000000000002,-8.745128860432247,-4.7,15.4,-0.9,25.6,-5.9,-0.6000000000000001,-12.47443320453963
2.7,5.800000000000001,131.6,85.4,137.8,-11.200000000000001,-4.9864566586343075,9.1,0.9,23.8,-4.4,0.5,-14.0
2.71,8.200000000000001,116.2,89.0,136.0,-10.850902118405713,-3.0,5.7,1.9000000000000001,24.30326365717652,-5.800000000000001,-1.3,-14.0
2.72,13.8,98.80000000000001,93.30000000000001,133.9,-8.6,-2.7,2.6,2.8000000000000003,24.41816574529262,-5.800000000000001,-3.8000000000000003,-14.0
2.73,20.400000000000002,80.4,101.10000000000001,134.4,-8.0,-2.7,0.6000000000000001,5.6000000000000005,25.700000000000003,-7.540310130855439,-0.30000000000000004,-12.9
2.74,28.400000000000002,60.800000000000004,104.2,127.30000000000001,-6.6000000000000005,-2.9000000000000004,0.7000000000000001,8.356338825145908,25.379286919587585,-7.464635898646959,-1.8670184019330847,-12.9
2.75,42.6,53.0,115.30000000000001,123.0,-6.7,0.2,2.9096400637162865,7.5,24.8,-7.736584838544279,1.8,-11.867631075082684
2.7600000000000002,58.0,35.4,121.10000000000001,118.0,-8.5,-0.7000000000000001,5.0,12.639297980592834,25.6,-3.5242728344394036,0.30000000000000004,-12.200000000000001
2.77,76.2,25.0,128.8,110.30000000000001,-9.8,-2.6,6.4,9.1,25.253234245131768,-4.1000000000000005,1.8,-11.896768458474739
2.7800000000000002,95.80000000000001,18.0,130.5,101.0,-7.1000000000000005,-2.6,7.5,10.5,26.5,-10.0,0.0,-12.0
2.79,113.4,11.0,136.8,94.2,-7.7,-0.7000000000000001,9.700000000000001,12.762635551801436,23.400000000000002,-10.4,-1.7000000000000002,-13.700000000000001
2.8000000000000003,137.20000000000002,8.8,140.0,86.80000000000001,-8.5,-2.439209975885078,10.200000000000001,16.2,22.5,-9.9,0.1,-14.4
2.81,158.4,4.800000000000001,141.8,82.60000000000001,-5.7,2.0,12.4,14.0,22.400000000000002,-8.200000000000001,-2.5,-16.3
2.82,172.20000000000002,2.0,134.8,74.2,-7.800000000000001,-1.0,12.700000000000001,14.8,20.700000000000003,-8.700000000000001,-1.0,-12.4
2.83,190.4,2.6,138.4,0.0,-4.2,1.0,13.3,17.1,19.700000000000003,-7.0,-2.3000000000000003,-12.3
2.84,196.60000000000002,0.4,130.8,0.4,-5.5,2.1,16.0,15.9,20.900000000000002,-10.3,0.30000000000000004,-12.0
2.85,201.4,0.6000000000000001,127.0,3.4000000000000004,-3.2,1.5,13.9,16.912934084301234,21.952914577975438,-11.0,0.2,-9.8
2.86,195.4,0.0,115.80000000000001,0.0,-1.2000000000000002,-0.2,14.700000000000001,15.600000000000001,21.644278117653037,-10.362648464694077,0.1,-12.200000000000001
2.87,185.0,0.2,116.5,0.0,-2.8000000000000003,2.8000000000000003,11.600000000000001,13.9,17.3,-11.024397078816257,-1.2000000000000002,-10.100000000000001
2.88,172.0,0.0,106.60000000000001,0.0,0.0,1.3,8.5,16.312574706456314,19.744454004399508,-11.075491406934727,4.2,-10.700000000000001
2.89,148.0,0.2,96.9,3.3000000000000003,0.4,2.3000000000000003,8.3,9.0,15.600000000000001,-11.100000000000001,6.9,-8.18423266561767
2.9,130.20000000000002,0.4,93.0,0.0,-1.5,1.8,4.5,13.8,18.1,-9.0,9.3,-11.100000000000001
2.91,106.80000000000001,0.4,87.9,0.0,-0.12921872797979922,2.7,4.797035573627296,12.3,17.400000000000002,-11.600000000000001,11.600000000000001,-6.9
2.92,85.80000000000001,0.0,82.5,0.0,1.3,4.5,4.9,9.769864520536622,14.100000000000001,-13.200000000000001,15.0,-6.4
2.93,71.0,0.0,76.7,0.8,2.090876736039901,2.6,0.8,12.949841126123578,16.6,-12.5,18.5,-7.9
2.94,49.400000000000006,0.0,71.60000000000001,0.0,2.9000000000000004,3.4000000000000004,11.700000000000001,8.784736777319589,16.8,-11.4,20.256817262443562,-6.2
2.95,36.6,0.0,68.60000000000001,0.0,2.7,2.546993144437566,15.8,11.4,13.9,-11.705232632124115,25.6,-6.800000000000001
2.96,31.400000000000002,0.0,67.3,0.4,2.5,4.0558158275050635,12.700000000000001,7.2,13.3,-11.9,28.98229466006777,-4.6000000000000005
2.97,16.8,2.6,63.400000000000006,0.0,3.2,4.7,12.600000000000001,7.9,14.100000000000001,-14.700000000000001,32.300000000000004,-3.6
2.98,15.4,1.2000000000000002,61.300000000000004,0.0,8.1,3.4000000000000004,12.9,6.6000000000000005,10.200000000000001,-14.600000000000001,32.5,-5.2
2.99,8.200000000000001,0.0,62.1,0.0,5.654505130816572,4.2,11.3,6.0,9.4,-12.974025105436768,37.2,-5.0
3.0,3.8000000000000003,0.4,58.5,0.0,5.4,2.7,11.200000000000001,6.300000000000001,8.9,-12.3,39.7,-1.6
3.0100000000000002,4.800000000000001,0.0,64.2,0.0,8.5,1.8,10.8,4.5,9.171128233995463,-13.9,39.5,-0.0021875683172805777
3.02,3.4000000000000004,0.0,62.800000000000004,0.0,7.0,3.9000000000000004,7.5,2.8000000000000003,8.4,-11.100000000000001,41.2,-1.2223582953195569
3.0300000000000002,0.0,0.0,60.0,0.0,9.9,3.7,7.9,5.6000000000000005,6.9,-12.3,45.7,-0.5
3.04,0.0,1.0,56.5,0.0,10.600000000000001,4.5,11.341317162141314,5.0,6.300000000000001,-13.5,45.6,-1.0
3.0500000000000003,2.4000000000000004,0.0,60.900000000000006,1.3,12.0,4.0,8.916604135248194,5.0,5.164746565797095,-9.5,47.1,0.1
3.06,0.4,0.0,58.400000000000006,0.0,11.9,3.9938174673840976,8.5,4.3405094370963395,4.5,-13.326764775496082,50.5,0.9
3.0700000000000003,2.2,0.0,61.900000000000006,0.0,11.9,4.4,7.1000000000000005,4.4,3.4000000000000004,-13.100000000000001,49.2,0.8
3.08,0.8,1.2000000000000002,58.0,1.9000000000000001,12.100000000000001,3.7036819242060024,7.2,2.2,2.6,-13.100000000000001,51.5,3.2
3.09,3.6,0.0,60.800000000000004,1.2000000000000002,12.600000000000001,5.300000000000001,6.463303082385298,2.4000000000000004,0.30000000000000004,-12.4,50.800000000000004,2.4000000000000004
3.1,0.0,0.0,59.300000000000004,2.3000000000000003,13.5,3.7,5.0,-0.6000000000000001,1.7000000000000002,-13.600000000000001,52.82920640768321,3.1
3.11,1.2000000000000002,0.6000000000000001,59.1,0.0,12.9,3.1,4.0,-1.2000000000000002,-1.1,-11.3,53.6,3.1
3.12,0.0,3.6,59.2,0.0,13.9,2.6,6.0,1.2000000000000002,1.4000000000000001,-11.0,53.900000000000006,3.8000000000000003
3.13,1.0,1.0,62.2,2.7,17.108478220310804,0.7000000000000001,4.7019537176056705,1.0,-0.9,-11.0,54.5,5.800000000000001
3.14,1.4000000000000001,0.0,59.300000000000004,0.0,17.8,2.0,4.800000000000001,0.1,-1.1,-12.200000000000001,52.49931068157017,5.1000000000000005
3.15,2.4000000000000004,0.0,60.900000000000006,0.0,19.1,2.3000000000000003,2.6,-2.3000000000000003,-2.0,-11.90804344750411,53.6,5.7
3.16,3.4000000000000004,0.0,58.5,0.5,19.5,2.7,7.413661658884757,-2.6,-2.5,-10.4,56.1,6.300000000000001
3.17,5.6000000000000005,0.0,63.300000000000004,0.0,22.900000000000002,2.5,5.5,-0.7000000000000001,-1.4481860166106981,-10.718183866140844,54.219489106881,6.2
3.18,6.6000000000000005,1.2000000000000002,63.400000000000006,1.1,20.0,2.4000000000000004,2.8000000000000003,-1.8,-5.1000000000000005,-11.600000000000001,52.5,5.5
3.19,10.600000000000001,0.0,62.300000000000004,1.2000000000000002,19.6,1.1,1.5,-4.6000000000000005,-6.026874314368474,-12.8,51.400000000000006,9.600000000000001
3.2,11.600000000000001,0.0,63.400000000000006,0.0,20.8,1.7290481778663365,2.0398550697731634,-2.4000000000000004,-4.5,-10.5,52.0,9.600000000000001
3.21,20.200000000000003,0.0,69.2,0.0,22.2983555265401,-0.2,1.8,-5.455171526774626,-5.7,-9.1,49.800000000000004,10.4
3.22,29.6,0.0,65.5,0.0,21.400000000000002,0.2621128517072422,-0.2,-7.5,-5.2,-8.8,46.90023158075982,8.1
3.23,43.0,0.0,73.4,3.6,23.400000000000002,0.30000000000000004,-1.7000000000000002,-6.6000000000000005,-5.2,-10.9,45.900000000000006,11.700000000000001
3.24,48.2,0.8,73.3,2.4000000000000004,23.900000000000002,0.49408079738551763,0.6000000000000001,-6.2,-7.800000000000001,-7.800000000000001,43.300000000000004,12.881338308029607
3.25,67.0,0.0,83.30000000000001,5.2,23.700000000000003,1.8,-0.7220105898325101,-6.800000000000001,-6.1000000000000005,-6.2,41.900000000000006,12.386053274334518
3.2600000000000002,83.60000000000001,0.4,84.5,0.4,24.400000000000002,0.6799711569543453,1.0,-5.800000000000001,-8.516564855884543,-8.5,41.400000000000006,13.584064334788556
3.27,99.80000000000001,0.0,93.10000000000001,0.0,26.5,-2.3000000000000003,0.6294233885647416,-8.9,-7.5,-7.9,39.0,13.200000000000001
3.2800000000000002,116.4,1.0,95.5,2.2,24.700000000000003,-1.7187989284306662,-1.3,-11.0,-9.3,-7.9,37.1,11.803316106258691
3.29,134.8,0.0,101.9,0.0,22.816670703473477,-2.6,-1.1,-9.3,-7.9,-7.300000000000001,33.5,14.0
3.3000000000000003,148.8,0.0,109.80000000000001,0.0,23.900000000000002,-0.7000000000000001,0.9,-11.655101118570032,-8.3,-5.1000000000000005,28.94782224498082,12.700000000000001
3.31,152.4,0.2,118.80000000000001,1.3,21.804267812729147,-4.4,-0.2700187096165254,-8.6,-9.8,-7.1000000000000005,26.400000000000002,13.700000000000001
3.3200000000000003,158.4,2.4000000000000004,122.0,2.5,24.8,-4.800000000000001,-1.1,-10.5,-10.200000000000001,-5.525095595801797,25.6,15.4
3.33,160.60000000000002,4.2,131.5,0.7000000000000001,26.489817778464708,-3.2,2.7,-12.5,-7.800000000000001,-5.7,22.200000000000003,15.8
3.34,154.0,0.2,132.4,0.0,24.123775669781168,-3.1,-1.2000000000000002,-10.3,-9.3,-4.7,17.6,16.7
3.35,144.20000000000002,4.0,133.3,75.2,26.1525021127787,-3.9000000000000004,-1.2371950515176322,-11.5,-7.1000000000000005,-4.3,16.243619307286636,-1.8
3.36,132.4,6.2,138.5,82.2,27.200000000000003,-4.372121208393475,0.2,-11.600000000000001,-8.5,-2.3000000000000003,15.8,1.8
3.37,113.80000000000001,13.600000000000001,136.1,89.4,27.1,-3.9000000000000004,-1.6,-12.600000000000001,-6.800000000000001,-1.9185570134260326,11.0,3.3000000000000003
3.38,98.60000000000001,14.200000000000001,134.70000000000002,94.0,26.5,-6.949453905496817,1.7000000000000002,-12.600000000000001,-9.600000000000001,-3.117700780110153,8.1,4.5
3.39,78.4,22.6,135.3,101.4,22.5,-7.0,-0.5,-16.0,-6.9,-3.6,1.27811452419062,5.300000000000001
3.4,62.6,30.6,130.0,108.0,24.60410290208746,-7.975091635866403,-1.7000000000000002,-12.100000000000001,-9.1,-2.3544621806343677,1.0885884821743494,5.6000000000000005
3.41,47.2,43.0,121.30000000000001,114.10000000000001,21.900000000000002,-6.26896015698769,-0.34827668172441273,-17.77471624123983,-8.4,-3.6,0.5,6.300000000000001
3.42,37.2,54.6,115.30000000000001,117.0,23.0,-7.6000000000000005,-0.5,-14.3,-9.700000000000001,-1.7966769667385898,5.300000000000001,8.8
3.43,27.0,75.2,108.2,128.8,25.1,-8.8,-0.7000000000000001,-15.0,-7.0,-2.0,6.293134599783532,9.9
3.44,18.400000000000002,95.60000000000001,100.10000000000001,132.1,24.200000000000003,-8.700000000000001,-1.4000000000000001,-13.100000000000001,-5.925875736636212,-0.4,8.760420433294358,12.5
3.45,12.4,116.60000000000001,94.10000000000001,138.6,24.900000000000002,-5.300000000000001,-1.2000000000000002,-12.4,-6.5,-1.2000000000000002,11.200000000000001,13.9
3.46,9.0,138.0,85.0,143.3,22.700000000000003,-6.800000000000001,3.1,-13.700000000000001,-8.200000000000001,1.6,11.8,14.5
3.47,6.2,157.8,83.2,142.5,24.700000000000003,-7.259863775615794,-1.5,-15.9,-7.0,-1.1037947811672468,13.200000000000001,14.700000000000001
3.48,1.2000000000000002,173.8,78.2,135.0,22.861387620382903,-9.487311819676952,1.5,-12.9,-7.17026158596938,0.2,12.0,17.8
3.49,0.0,189.4,0.0,141.1,22.593600833308585,-8.0,-1.3,-10.100000000000001,-5.1000000000000005,-1.5,13.0,16.6
3.5100000000000002,0.0,195.4,1.4000000000000001,132.70000000000002,19.700000000000003,-11.5,0.6000000000000001,-12.524619499468802,-6.2,1.8,13.690407494687946,17.5
3.52,2.0,198.8,0.0,127.0,21.900000000000002,-9.5,0.20814096958984565,-10.3,-5.6000000000000005,2.6,12.700000000000001,15.07476317253066
3.5300000000000002,2.4000000000000004,197.0,0.0,122.2,19.5,-11.3,0.5,-9.1,-4.775056950072457,-0.30000000000000004,11.700000000000001,14.8
3.54,1.4000000000000001,185.8,1.8,109.80000000000001,18.6,-11.3,0.6000000000000001,-12.600000000000001,-1.0418985855314127,2.4000000000000004,12.200000000000001,12.100000000000001
3.5500000000000003,1.0,168.60000000000002,0.0,104.80000000000001,19.400000000000002,-10.416654467172776,0.4,-10.4,-1.7000000000000002,2.3000000000000003,9.5,14.200000000000001
3.56,0.0,155.20000000000002,2.1,100.30000000000001,18.7,-11.700000000000001,4.800000000000001,-10.8,-0.6000000000000001,3.6,11.100000000000001,13.4
3.5700000000000003,3.4000000000000004,132.0,0.0,92.60000000000001,16.400000000000002,-12.200000000000001,7.2,-9.600000000000001,-1.1,5.300000000000001,5.800000000000001,14.0
3.58,1.2000000000000002,108.80000000000001,2.0,89.5,19.1,-12.5,12.3,-6.1000000000000005,0.1,3.7,6.2,12.401664211353175
3.59,0.0,88.80000000000001,2.1,83.0,18.1,-14.5,13.700000000000001,-7.300000000000001,-1.0,2.0,4.800000000000001,12.4
3.6,0.0,69.2,1.5,78.0,16.0291125316858,-11.4,16.028947888629098,-6.0,1.3,1.9000000000000001,0.8,12.700000000000001
